"State","Year","AnnualAVG","AnnualAVG_percent","Population 18-24","Population 25-44","Population 45-64","Male Population","White Alone","Hispanic","GDP","Description","MinWage","Median Income","Population","PopulationMillions","Region","TreatYear","Treated"
"Virginia",2017,4193033.66666667,63.2833333333333,807178,2277506,2240819,4168480,"5905021","790839",31964349,"All industry total ",7.25,88840,8471.011,8.471011,"S",2021,0
"Virginia",2018,4227344.25,63.3666666666667,803268,2291041,2230758,4187848,"5913267","812901",33609184,"All industry total ",7.25,94890,8510.92,8.51092,"S",2021,0
"Virginia",2019,4292401.91666667,63.9,801775,2310114,2216385,4210784,"5923605","835102",36384567,"All industry total ",7.25,98550,8556.642,8.556642,"S",2021,0
"Virginia",2020,4061179.58333333,60,795935,2330114,2233015,4271060,"5961621","910001",22452800,"All industry total ",7.25,98610,8637.615,8.637615,"S",2021,0
"Virginia",2021,4162949.91666667,61.1833333333333,798928,2341960,2212543,4281664,"5957289","927954",29893635,"All industry total ",9.5,92160,8658.91,8.65891,"S",2021,1
"Virginia",2022,4308129.75,63,797707,2352172,2192352,4290814,"5949077","953448",43591919,"All industry total ",11,90790,8683.414,8.683414,"S",2021,1
"Washington",2000,2929590.91666667,65.6083333333333,563285,1814246,1352848,2942778,"5089730","446953",19531649,"All industry total ",6.5,72710,5910.512,5.910512,"W",2012,0
"Washington",2001,2900254.66666667,63.9666666666667,586456,1805606,1406177,2983642,"5131720","473640",19767295,"All industry total ",6.72,71050,5985.722,5.985722,"W",2012,0
"Washington",2002,2881745.58333333,62.625,602467,1792653,1462124,3015607,"5166047","499071",20318932,"All industry total ",6.9,74620,6052.349,6.052349,"W",2012,0
"Washington",2003,2909119.25,62.4166666666667,613184,1774739,1514205,3038376,"5188400","524164",21473702,"All industry total ",7.01,76860,6104.115,6.104115,"W",2012,0
"Washington",2004,2988081.83333333,63.0666666666667,617717,1771863,1569307,3070830,"5228882","553147",23311074,"All industry total ",7.16,78790,6178.645,6.178645,"W",2012,0
"Washington",2005,3077509.33333333,63.8916666666667,622059,1774193,1623592,3111909,"5271430","583264",25563298,"All industry total ",7.35,77680,6257.305,6.257305,"W",2012,0
"Washington",2006,3163829.5,64.35,628998,1791998,1678880,3170058,"5339831","618798",27366028,"All industry total ",7.63,81570,6370.753,6.370753,"W",2012,0
"Washington",2007,3245456,64.8333333333333,629091,1803331,1726650,3213787,"5389485","652679",28341048,"All industry total ",7.93,84410,6461.587,6.461587,"W",2012,0
"Washington",2008,3291001.58333333,64.675,642409,1819408,1762619,3269069,"5445589","690377",28343764,"All industry total ",8.07,79390,6562.231,6.562231,"W",2012,0
"Washington",2009,3177708.75,61.425,652077,1835742,1798588,3323506,"5505691","729810",26054844,"All industry total ",8.55,85010,6667.426,6.667426,"W",2012,0
"Washington",2010,3142072.16666667,59.9083333333333,650574,1846478,1829309,3358501,"5544133","761353",27520126,"All industry total ",8.55,77980,6743.009,6.743009,"W",2012,0
"Washington",2011,3145574.33333333,59.225,662298,1869083,1850855,3403013,"5587484","784980",28997201,"All industry total ",8.67,76560,6827.479,6.827479,"W",2012,0
"Washington",2012,3202465.75,59.525,666981,1888827,1849302,3439555,"5618430","805930",30584704,"All industry total ",9.04,82160,6898.599,6.898599,"W",2012,1
"Washington",2013,3231662.25,59.4083333333333,666817,1908676,1852592,3475313,"5647201","827833",32065284,"All industry total ",9.19,83440,6966.252,6.966252,"W",2012,1
"Washington",2014,3287769.33333333,59.5416666666667,667399,1940862,1860935,3524233,"5690882","852698",33971006,"All industry total ",9.32,76030,7057.531,7.057531,"W",2012,1
"Washington",2015,3362233.58333333,59.825,662203,1983325,1877914,3580700,"5747731","879223",35817584,"All industry total ",9.47,86610,7167.287,7.167287,"W",2012,1
"Washington",2016,3459286.75,60.35,659579,2039744,1893238,3649869,"5822597","913064",38208472,"All industry total ",9.47,89770,7299.961,7.299961,"W",2012,1
"Washington",2017,3554229.66666667,60.75,657852,2102649,1899782,3715398,"5887650","944711",40969205,"All industry total ",11,89760,7427.951,7.427951,"W",2012,1
"Washington",2018,3645745.16666667,61.3166666666667,658591,2156615,1892708,3766014,"5929223","971214",44318235,"All industry total ",11.5,98060,7526.793,7.526793,"W",2012,1
"Washington",2019,3767333,62.4666666666667,660082,2203675,1883423,3811478,"5964226","1001089",48097546,"All industry total ",12,99930,7614.024,7.614024,"W",2012,1
"Washington",2020,3602327,58.875,662324,2247481,1900037,3892571,"6023055","1065628",29588365,"All industry total ",13.5,97580,7727.209,7.727209,"W",2012,1
"Washington",2021,3695895.5,59.9583333333333,642460,2270738,1886304,3901782,"6001706","1088587",40137859,"All industry total ",13.69,100600,7743.76,7.74376,"W",2012,1
"Washington",2022,3821580.58333333,61.4083333333333,658077,2299616,1869175,3924129,"5986135","1116587",59201891,"All industry total ",14.49,95330,7794.123,7.794123,"W",2012,1
"West Virginia",2000,754546.083333333,52.7583333333333,173008,498535,457356,878752,"1721633","12347",3458028,"All industry total ",5.15,50290,1807.021,1.807021,"S",NA,0
"West Virginia",2001,753538.25,52.8083333333333,174409,487860,467002,877838,"1715007","13147",3690724,"All industry total ",5.15,49620,1801.481,1.801481,"S",NA,0
"West Virginia",2002,747170.083333333,52.2916666666667,174600,481424,478293,881573,"1717331","14038",3714656,"All industry total ",5.15,48490,1805.414,1.805414,"S",NA,0
"West Virginia",2003,739791.083333333,51.675,174922,476738,488950,886460,"1722107","15166",3886170,"All industry total ",5.15,53000,1812.295,1.812295,"S",NA,0
"West Virginia",2004,743891.5,51.9166666666667,173667,472377,498597,889411,"1724169","16201",4067864,"All industry total ",5.15,52670,1816.438,1.816438,"S",NA,0
"West Virginia",2005,751282.333333333,52.3583333333333,170930,469859,508011,892802,"1726255","17573",4389282,"All industry total ",5.15,55900,1820.492,1.820492,"S",NA,0
"West Virginia",2006,763107.5,53,168204,468119,516847,897307,"1730899","19028",4449506,"All industry total ",5.15,57270,1827.912,1.827912,"S",NA,0
"West Virginia",2007,765698.25,53.0083333333333,166625,465516,523775,901369,"1734522","20146",4643454,"All industry total ",5.85,61170,1834.052,1.834052,"S",NA,0
"West Virginia",2008,768195.25,53.0416666666667,166170,463268,528748,905399,"1738166","21215",4728159,"All industry total ",6.55,53260,1840.31,1.84031,"S",NA,0
"West Virginia",2009,744103.75,51.2,168023,460260,535507,910341,"1742732","22044",4502715,"All industry total ",7.25,56990,1847.775,1.847775,"S",NA,0
"West Virginia",2010,740003.25,50.125,169310,457940,541621,914317,"1747396","22365",5065376,"All industry total ",7.25,59400,1854.265,1.854265,"S",NA,0
"West Virginia",2011,743259.166666667,49.9916666666667,171472,455871,542493,916121,"1747171","23838",5357164,"All industry total ",7.25,56320,1856.606,1.856606,"S",NA,0
"West Virginia",2012,749685.583333333,50.375,172607,453209,535304,917241,"1746239","24780",5449463,"All industry total ",7.25,57540,1857.446,1.857446,"S",NA,0
"West Virginia",2013,745972.25,50.15,173088,450234,528635,916456,"1741739","25736",5584758,"All industry total ",7.25,56220,1854.768,1.854768,"S",NA,0
"West Virginia",2014,743891,50.0916666666667,171389,447685,521183,914282,"1736166","26778",5731256,"All industry total ",7.25,50910,1850.569,1.850569,"S",NA,0
"West Virginia",2015,739529.833333333,49.9583333333333,167163,445141,515449,911507,"1727713","27693",5376998,"All industry total ",8,55160,1843.332,1.843332,"S",NA,0
"West Virginia",2016,737157.833333333,50.0083333333333,162666,441321,508773,906410,"1715934","28580",5444012,"All industry total ",8.75,56630,1832.435,1.832435,"S",NA,0
"West Virginia",2017,743723,50.6916666666667,158632,436457,501037,900185,"1701926","29162",5675032,"All industry total ",8.75,58920,1818.683,1.818683,"S",NA,0
"West Virginia",2018,752454.75,51.5833333333333,156117,432084,492366,893934,"1688805","30081",6089071,"All industry total ",8.75,62200,1805.953,1.805953,"S",NA,0
"West Virginia",2019,756184.416666667,52.05,154378,429086,483736,889160,"1677154","31152",6032472,"All industry total ",8.75,65090,1795.263,1.795263,"S",NA,0
"West Virginia",2020,715329.416666667,49.45,154652,428959,481284,894813,"1670459","34879",3550012,"All industry total ",8.75,62340,1791.646,1.791646,"S",NA,0
"West Virginia",2021,739225.416666667,51.2583333333333,155579,428669,473153,891784,"1662157","36223",4610172,"All industry total ",8.75,53770,1785.618,1.785618,"S",NA,0
"West Virginia",2022,754337.833333333,52.525,154780,425830,464826,885756,"1648687","37989",7149314,"All industry total ",8.75,55920,1774.122,1.774122,"S",NA,0
"Wisconsin",2000,2885060.33333333,70.6166666666667,522855,1578869,1198488,2654764,"4871484","195371",12573116,"All industry total ",5.15,77090,5373.999,5.373999,"MW",NA,0
"Wisconsin",2001,2883733.58333333,69.8666666666667,534453,1561327,1238557,2673188,"4889223","209771",13328069,"All industry total ",5.15,75820,5406.835,5.406835,"MW",NA,0
"Wisconsin",2002,2856767,68.5083333333333,545215,1544764,1281357,2693465,"4911636","223996",13975832,"All industry total ",5.15,75810,5445.162,5.445162,"MW",NA,0
"Wisconsin",2003,2873419.41666667,68.2416666666667,557344,1526655,1323561,2712302,"4931084","237465",14437478,"All industry total ",5.15,74850,5479.203,5.479203,"MW",NA,0
"Wisconsin",2004,2883054.16666667,67.8666666666667,563471,1510765,1366856,2731348,"4952000","250997",15459296,"All industry total ",5.15,72180,5514.026,5.514026,"MW",NA,0
"Wisconsin",2005,2885775.41666667,67.3416666666667,565538,1495134,1411604,2749105,"4969387","265521",15851646,"All industry total ",5.15,68490,5546.166,5.546166,"MW",NA,0
"Wisconsin",2006,2923210.08333333,67.6083333333333,564587,1479447,1453878,2765379,"4985569","280661",16754697,"All industry total ",5.7,77050,5577.655,5.577655,"MW",NA,0
"Wisconsin",2007,2939248.75,67.4416666666667,558563,1471698,1490745,2782993,"5002847","296250",17055866,"All industry total ",6.5,74520,5610.775,5.610775,"MW",NA,0
"Wisconsin",2008,2945062.33333333,67.1,555711,1462682,1521168,2798728,"5017423","310916",17280306,"All industry total ",6.5,71780,5640.996,5.640996,"MW",NA,0
"Wisconsin",2009,2834563.16666667,64.1833333333333,553763,1452804,1552350,2813161,"5030324","325679",17599985,"All industry total ",6.5,72120,5669.264,5.669264,"MW",NA,0
"Wisconsin",2010,2820629.83333333,63.5833333333333,549813,1445145,1578392,2824206,"5037561","337886",18096960,"All industry total ",7.25,69910,5690.538,5.690538,"MW",NA,0
"Wisconsin",2011,2839578.58333333,63.7,553458,1436760,1597991,2832239,"5039421","346141",18891010,"All industry total ",7.25,70110,5705.84,5.70584,"MW",NA,0
"Wisconsin",2012,2857314,63.775,558754,1428312,1596511,2840515,"5041821","355050",19113439,"All industry total ",7.25,70130,5720.825,5.720825,"MW",NA,0
"Wisconsin",2013,2873366.08333333,63.7916666666667,563675,1423872,1596740,2849566,"5045327","363091",20113138,"All industry total ",7.25,67520,5738.012,5.738012,"MW",NA,0
"Wisconsin",2014,2913619.16666667,64.35,565965,1419941,1594264,2858077,"5046698","370750",19954110,"All industry total ",7.25,74750,5753.199,5.753199,"MW",NA,0
"Wisconsin",2015,2947649.33333333,64.85,565286,1415334,1591499,2864513,"5043214","379053",19856233,"All industry total ",7.25,71390,5762.927,5.762927,"MW",NA,0
"Wisconsin",2016,2988620.83333333,65.45,562294,1415247,1585869,2871655,"5042789","388633",20554769,"All industry total ",7.25,76370,5775.17,5.77517,"MW",NA,0
"Wisconsin",2017,3039303.5,65.825,556077,1426969,1573700,2881163,"5047334","398244",21117050,"All industry total ",7.25,79650,5793.147,5.793147,"MW",NA,0
"Wisconsin",2018,3030236.16666667,65.2583333333333,551308,1442373,1557555,2890585,"5053351","410486",21738380,"All industry total ",7.25,77030,5809.319,5.809319,"MW",NA,0
"Wisconsin",2019,3012775.08333333,64.5083333333333,547011,1456395,1538284,2898849,"5058070","418289",21586350,"All industry total ",7.25,81630,5824.581,5.824581,"MW",NA,0
"Wisconsin",2020,2896498.25,61.575,550317,1473538,1549567,2954193,"5120663","448835",11246803,"All industry total ",7.25,80850,5897.375,5.897375,"MW",NA,0
"Wisconsin",2021,2981769.5,63.2083333333333,537365,1478277,1529517,2945365,"5101375","456784",14655905,"All industry total ",7.25,80300,5881.608,5.881608,"MW",NA,0
"Wisconsin",2022,2992146.75,63.1,549441,1487141,1509550,2955859,"5109228","469557",24425205,"All industry total ",7.25,78170,5903.975,5.903975,"MW",NA,0
